ID,Original_Row,Question,Answer,Extraction_Method,Confidence,Question_Length,Answer_Length
178,376,"９試合中７敗、チーム内でフラストレーション感じる？
ROW_1113:",まあ負けがこむと多少なりともあると思いますけど。みんな必死で切り替えて次の試合に臨もうとしていると思うので。確かに連敗がかさむとそういう風に暗くなることもあると思いますけど、全員でミーティングをしたりとか、そういう事はやっているので。そこで早く切り替えて、あしたに臨むのがまず大事かなと思います。,split_from_long,medium,35,148
179,376,"水原氏という友人がいなくなって感じたことはあった？
ROW_1319:",まだ調査自体は続いているので、まだなんていうか、全部が終わったというわけではもちろんないですし、失った・・・、それ以上に、チームメートもチームもそうですけど、この件でもそうですけど支えてもらっている、サポートしてくれている人たちがたくさんいるので、むしろそっちの方がありがたいなというか、そういうふうに思っている、感じる場面の方が多いかなと思います。,split_from_long,medium,35,175
180,376,"興奮して寝られないことはない？
ROW_1464:",バッターではないですね。ピッチャーはいいピッチングするとなかなか寝られない日とかありますけど。,split_from_long,medium,25,47
181,376,"キャンプからのトレーニングはうまく行っている？
ROW_656:",まず体調がいいのがいちばんかなと思うので、こうやってきょう試合に出られて、最後まで出て終わったというのが、まず１つ術後の経過として、そういうスタートを切れたというのが、いちばんよかったことじゃないかと思います。,split_from_long,medium,32,105
182,376,"おそらくプレーオフまで出るというチームで、先が長いということもあっての監督の決断。受け入れられたか？
ROW_1409:",どうなんですかね、連戦がけっこう続くと言っていたので、まあどっちみちこう、１日（休みを）入れようかなみたいなことはたぶん言っていたと思うので、きょうそれが早めに入るという感じかなと思います。,split_from_long,medium,60,95
183,376,"アトランタに対して、どういう雰囲気でした？
ROW_1524:",まずディフェンスも含めてピッチャー陣もすごくよかったと思うので、オフェンスももちろんそうでしたけど、まずはスタートの先発ピッチャーがすばらしかったと思います。,split_from_long,medium,31,79
184,376,"ホームランにしては速くない打球だったが、それが入るというところは進化を感じている？
ROW_1561:",でもまあきょうは、なんていうんですかね、デーゲーム特有の風というか、そういうのもあったと思うので、打った感覚的にはどうかな、入るか入らないかくらいだと思いますけど、比較的しっかり入っていたので、デーゲームの力もあるかなと思います。,split_from_long,medium,51,115
185,376,"注目には慣れていると思うが、どう対処している？
ROW_727:",もちろん慣れてはいないですけど、本当にやることにだけ集中して、キャンプもそうでしたけど、まあそうやって注目してもらえるのはすごいありがたいことですし、それはそれとして、まずは自分がやるべきことに集中したいなとは思っています。,split_from_long,medium,32,112
186,376,"打てなかった期間、技術よりメンタルの方が大きかった？
ROW_987:","んー、どうなんですかね、まあメンタルを言い訳にはしたくはないので、やっぱりそこも含めて技術だと思ってますし、そこも含めて自分がここまで結果が出てない実力なのかなと思います。4/23 番外：6号HR打球速度は191km/h
ナショナルズ戦の第5打席で2試合連続となる今シーズン6号のソロホームランを打ってチームの勝利に貢献。ワシントンのナショナルズパークデビューでいきなりのホームランとなった。特筆すべきは打球の速さ。右中間スタンドの上段に飛び込んだ当たりの打球速度は191キロで、2022年にマークした189.9キロを上回ってホームランとしては自己最速となった。大リーグで日本選手最多となる記念の１７６号は８試合ぶりのホームランとなった。負ければ勝ち越しが無くなる１戦での貴重な先制ホームラン。連敗を３で止めたチームの雰囲気を表すように、取材中には何度も笑顔を見せた。その最後の発言がきょうのことばだ。「個人的には特別な１本でしたけど、これからシーズンはどんどん続いていくので。あしたはオフですけど、ロードに行ってゲームは続いていくので。早く切り替えて次に臨みたいなと思います」
この日はメッツを相手に3打数2安打(1HR)2打点で1四球。打率は3割6分8厘に上昇し、現時点で首位打者となった。日本選手トップとなる特別な１本も「早く切り替えて次へ」。大谷選手らしいことばで締めくくった。
＜アメリカメディア＞
。",split_from_long,medium,35,606
187,376,"球速アップやスピンレートの追求のほかにピッチクロックもけがの要因になると思うか？
ROW_826:",もちろん球質自体を上げていくという作業もそうですし、自分のベストのボールを投げ続けなければいけないというのも。僕はピッチャーをやっているので、手を抜くではないですけど、軽く投げていくシチュエーションというのが先発ピッチャーでもなかなか少ないというのも、もちろんそうだとは思いますし、さっきも言いましたけどピッチクロックは体への負担自体は増えているとは思います。,split_from_long,medium,49,180
188,376,"最後のホームランが距離的には3番目に飛んだホームラン、いまどういう風にボールが見えているんですか？
ROW_1520:",振るべきボールを振れているのがいいところかなと思う。あの方向（センターから左方向）にしっかり距離が出るというのも状態がいい証拠だと思います。,split_from_long,medium,59,70
189,376,"強力打線を証明できた？
ROW_689:",そうですね、もっともっと点の入るシチュエーション、例えばムーキー（ベッツ選手）が出たあとの僕がもうちょっとつなげたらとか、スコアリングポジションで早い段階でもう１本出ていれば、もっともっとこう、よりいい得点の仕方があったんじゃないかなと思うので、どこのラインナップの順番を見ても、どこからでも点が入るような雰囲気を持っているので、やっぱりこう、自分としても心強いなと思います。,split_from_long,medium,20,188
190,376,"ピッチングが恋しい？
ROW_1796:","ピッチングの日はやっぱり独特な緊張感、先発投手特にみんなそうだと思いますけど、独特な緊張感あると思うので。それは恋しいと言えば恋しいですし、ただまあ、ひとつひとつのステップを踏んでいく時期なのであまり焦ることなく、次のステップをまずしっかり踏みたいなと思っています。〈日本メディア〉
。",split_from_long,medium,20,143
191,376,"ブーイングだけでなく、大谷選手が見たいというファンの声もあった。
ROW_1209:",それはもう単純にうれしいですよね。まあ、別にブーイングも嫌ではないというか、野球の一環ですし、ファンの人たちがそれで楽しいのがいちばんだと思うので、選手は別にその、気にしてもらえるだけ、選手にとってはいいんじゃないかと思いますけどね。,split_from_long,medium,42,117
192,376,"以前「夢を与えようと思ってプレーしていない」という発言があったが、環境が変わったことで考え方の変化は。
ROW_1929:","んー変化はないですかね。まあ与えるつもりはないというか、押しつけるものではないと思ってるだけなので、もちろん受け取り側の問題でもありますし、それでこう、きょうもそうですけどね、それで例えば元気が出たとか頑張りたいなと思ったというのはもうそれは受け取り手側がそう感じ取ってくれているものではあると思うので、もちろんそう思ってくれるのはうれしいことですし。まあいちばんはね、やっぱり自分のやることをまずしっかりとやって、それでなにか感じてくれたらどんな人でもうれしいのかなと思います。5/14 今季12号 バリー・ボンズさんのホームで
「バリー・ボンズさんがいっぱいホームラン打ってる映像とかずっと見てきたのでプレーできてよかった」
大谷選手は、ジャイアンツの本拠地「オラクル・パーク」で自身初、今シーズン１２号のホームランを打った試合後、報道陣の取材に応じた。１０分ほどの取材のなかで、バリ－・ボンズさんも本拠地としてプレーした球場でのホームランの感想などを語った。〈ヒーローインタビュー〉。",split_from_long,medium,61,445
193,376,"水原元通訳の問題もパフォーマンスには影響はなかったと感じているが、どうやってストレスに対処したのか。
ROW_1792:",睡眠が足りなかったのがいちばん問題ではありましたけど。まあなんでしょうね、メンタルがプレーに影響するとは思ってないですし、まあしっかりとした技術さえあれば、どんなメンタルでも打てると思っているので。そこと、んーなんていうんですかね、グラウンドでやるべきことっていうのはまったく切り離してやりたいなとは思っています。,split_from_long,medium,60,157
194,376,"ブーイングにびっくりした？
ROW_1181:","びっくりはしなかったですね。（笑）
。",split_from_long,medium,23,19
195,376,"ここ１２試合で１０勝、その前の不調からチームが好調になった要因は。
ROW_1659:",連敗はたしかにありましたし、まあなにかあればすぐにチームでミーティング、選手だけでミーティングしたりとか、やっぱり出てる選手とか出てない選手とかいろいろいますけど、そういうのに関係なく全員で意見を出し合いながら、やる雰囲気というのは、僕はことし１年目なので初めてですけど、そこはすばらしいなと思っていました。,split_from_long,medium,43,154
196,376,"手術してパワーも戻ってきて、打撃のよさで感じているところは。
ROW_1279:",投球プログラムのリハビリはまだ続いてますけど、基本的に打撃はもう終わってはいるので、フィールドでどれくらい強度を高く保って毎試合出れるかというところに毎試合フォーカスしています。,split_from_long,medium,40,89
197,376,"松井さんは日本の野球界にとってどんな存在？
ROW_778:",あー、そうですね、なんていうのかな、長距離のバッターとして、日本でももちろん僕が小さいころからずっと見てきましたし、同じ左バッターとして憧れているような存在ではあったので、そういう方に記録で並べたというのは自分にとってはすごく幸せなことだなと思います。,split_from_long,medium,30,126
198,376,"これまで同じような違和感はあったか？
ROW_1448:",長いことシーズンをやっていれば必ず何かしらは出ると思うので、早い段階で長引かないように、先手先手が大事かなと思います。,split_from_long,medium,28,59
199,376,"きょうのパフォーマンスには満足している？
ROW_571:","そうですね、比較的、基本的にはいい打席が多かったんじゃないかなと思うので、欲を言えば最後の打席ももうちょっとつないで、いいシチュエーションでフレディ（フリーマン選手）に回せたらよかったんじゃないかと思います。（日本メディア）
。",split_from_long,medium,29,114
200,376,"あす先発の山本由伸投手にかけたことばはあるか。
ROW_675:","いや、ないです。本人もあまり緊張しなさそうなタイプなので、リラックスして入れると思うし、まずきょう勝ったので、それもリラックスして入れる要因じゃないかなと思いますし、早い回でまた援護できればいいんじゃないかと思います。（アメリカメディア）
。",split_from_long,medium,32,121
201,376,"今後は追いかけられる側に？
ROW_1038:",個人的にはもっともっとたくさん打つつもりでいるので。それは全部終わった後に考えればいいのかなと思います。,split_from_long,medium,23,52
202,376,"どのような練習方法でバッティングが向上したのか
ROW_846:","まあ、そのなんていうんですか、動画を撮っていろいろ、別にドリルじゃなくても、ここをこうしよう、ああしようというのももちろん話しています。きのう２回凡退した後はクリケットのバットで打ったりとかして２安打したので、きょうもやろうかなって思っています（笑）
（日本メディア）
。",split_from_long,medium,32,136
203,376,"チームの粘り強さはどうだった？
ROW_761:",毎回のようにやっぱりチャンスにもなりますし、ひとりひとりが仕事はしてると思うので、なかなかかみ合うというか、まあ、競った試合で落としてしまったというのはもちろん残念なことではありますけど、比較的いい粘りだったと思うので、また切り替えてあす頑張りたいなと思います。,split_from_long,medium,24,131
204,376,"ホームランボールは戻ってきた？そのボールに対して特別な思いは？
ROW_928:",ファンの人と話して、いただけるということだったので、はい。僕にとってはすごく特別なボールなので、ありがたいなと。,split_from_long,medium,40,56
205,376,"韓国のファンからの応援についてどう思うか。
ROW_714:",日本と韓国は昔から国際大会でも白熱したいい試合が多くて、子どもの頃からずっと見ていましたし、韓国のチームも僕の中ではすごく思い入れがあって、すばらしいチームだなと思っているので、そういうところで、今回韓国でプレーできるというのはすごい楽しみですし、空港でもああやって迎えてもらえてすごいありがたいなと思っていました。,split_from_long,medium,30,158
206,376,"スイングに影響はある？
ROW_1763:",んー、スイングはそこまでないと思います。状態がそこまでよくないというのはもちろんあると思いますけど、その中で軸足の影響はあんまりないかなと感じています。,split_from_long,medium,21,76
207,376,"笑顔やリアクションを直接見てどうだったか。
ROW_1920:",もちろんそれで喜んでくれたら、もちろんすごくうれしいですし、なにより勝てたらいちばんよかったんですけど、なかなかそういうわけにはいかなかったので、また切り替えて、あすまた見るかもしれないですし、勝てるように頑張りたいなと思います。,split_from_long,medium,31,115
208,376,"改めて、バッターとピッチャー２つやることへの気持ちは。
ROW_1807:",んー、特には変わってないですね。まあこの手術も１回目ではないですし、２回目である程度ステップはわかっているので。どういうスケジュールで進んでいくというのもわかっているので、あまり焦ることなく、今のところはできているかなと思います。,split_from_long,medium,37,115
209,376,"大谷選手にとってホームランを打つことの位置づけは？
ROW_1055:",ホームランだけをもちろんねらっているわけではないですし。バッティング自体は可能性を広げていく作業だと思っているので。その中でフォアボールもあるし、単打もあるし二塁打もあるし、ホームランもあるしということだと思っているので。その可能性を広げる中で、ホームランがあるかないかは相手にかかるプレッシャーももちろん違いますし。来るボール自体にも多少影響はするので、そういう意味では大事。自分の長所でもあるので。大事にはしていきたいなと思います。,split_from_long,medium,35,218
210,376,"ファンからの反応はモチベーションになった？
ROW_1190:",モチベーション…、ブーイングされるかされないかは特に結果的な話なのであれですけど、これだけ多くの人に入ってもらって、なんていうんですかね、自分のチームを好きだからこそ相手のチームの選手にブーイングしたりすると思うので、そういう熱量というのは別にドジャースファンでも、ブルージェイズファンでも、野球好きなんだなという、そういうリスペクトを逆に感じるところかなと思いますね。,split_from_long,medium,31,185
211,376,"マンシー選手もホームラン３本。打線の迫力をどう感じている？
ROW_1694:",まああの、追加点をしっかりと、どのピッチャーからも取っていくというのは、連戦を重ねる中で、中継ぎのやりくりをするなかでも大事なことかなと思うので、３戦目に、あすにつながる追加点だったかなとは思いますし、全体的にね、みんな振れてて、いいつながりだったんじゃないかなと思います。,split_from_long,medium,39,137
212,376,"前に韓国に来たときと比べて変化は感じている？
ROW_735:","あのときはまだ高校生だったので、今とまたちょっと違いますし、あのときから好きな国のもちろん１つなので、あのときは本当に台湾と韓国とくらいしか行ったことなかったので、そういう意味でも特別でしたし、また野球でこうやって帰ってこられてプレーするというのは自分の中でも特別かなと思います。大リーグ175本目のホームランで、松井秀喜さんの持つ日本選手最多ホームラン記録に並んだ。冒頭の言葉は、記録に並んだことのへの大谷選手の思いだ。その他、この日はツーベース2本で5打数3安打(1HR)1打点の大活躍、2本目のツーベースは松井裕樹投手から打った痛烈な一打だった。
〈アメリカメディア〉
。",split_from_long,medium,31,289
213,376,"きのうの過ごし方や、きょうに向けての修正は。
ROW_591:",まずは時差ぼけ、まあまだ１００ではないので。まあその、睡眠の管理ですよね。夜寝られるようにしながら、なおかつリカバリーをしっかりとらないといけないので、ここあと２、３日の過ごし方がやっぱり大事なんじゃないかなと思います。,split_from_long,medium,31,110
214,376,"見ることが少ない理由は？
ROW_1594:",まあほかにやることがやっぱりたくさんあるというか、まずその、なんでしょうね、チームの打線の中で今２番打ってますけど、その流れを理解して打線に慣れるということがいちばんやるべきことなので、打った打たないにかかわらずまずそのアプローチの仕方をいちばん考えないといけないかなと思っています。,split_from_long,medium,22,142
215,376,"違和感はいつからあった？
ROW_1396:",ゲーム前のトレーニングですね。,split_from_long,medium,22,15
216,376,"１７５号の時に「日本の野球界にとって大きい」と言った真意は？
ROW_1034:",やっぱりこう、長打を持ち味にして打っていくスタイルというのは、やっぱりサイズがないとなかなか難しいことではあるので。そういう意味では幅が広がるのかなというか、バッティング自体の目標の幅自体が広がっていくのかなと思います。,split_from_long,medium,40,110
217,376,"母の日に母親にことばをかけたり、花束を贈ったりしているのか？
ROW_1435:",どうなんですかね、花束はないかな。ひと言ふた言じゃないですか。,split_from_long,medium,40,31
218,376,"4安打、相手のエース・フリード投手から3安打。どういう対策？
ROW_1515:",初めての対戦だったので、どういう感じでくるのかは正直わからなかったですが、自分のスイングをしようと思っていきました。,split_from_long,medium,40,58
219,376,"きょうのホームランは完璧に近いものだった？
ROW_802:","そうですね、まあプレートからはちょっと外れている難しいボールではあったと思うので、それをまあ、ホームランにできてるというのは、基本的にはいいスイングの軌道だなとは思いますけれど、基本的にはボールは見逃すというのが、鉄則ではあるので、そういう観点で言うと、手は出ているので、いいところと悪いところがあるかなと思います。4/8 “信じてグラウンドの中で100%表現するのが僕の仕事”
大谷選手はツインズとの３連戦初戦の試合前、報道陣の取材に応じた。およそ１５分の取材の中で、専属通訳を務めていた水原氏不在の影響について言及したほか、家族への思い、あと２本に迫った大リーグの日本選手最多ホームラン記録などについて心の内を語った。試合では3号ホームラン（大リーグ通算174号で松井秀喜さんの記録にあと1本）を放ち好調を維持している。――　以下、一問一答です　――
（米メディア）
。",split_from_long,medium,30,387
220,376,"病気と闘う若いファンと分かち合える時間はどれくらい大事なものか。
ROW_1891:",自分が子ども時代ね、もちろんこういうことがあればいい思い出になるかなと思いますし、第一にチームが好きで来てくれたので、それ自体に僕も感謝したいなと思ってます。,split_from_long,medium,42,79
221,376,"ブレーブスのフリード投手は好投手だが、どんな対策を立てていたか。
ROW_1582:",まあビデオも見ましたし、初めての対戦だったので、すばらしい投手だなという印象は変わっていないですし、打ったからと言ってなにか変わるわけでもないですけど。んーまあ入れどころと抜きどころとメリハリもつけてトータルでしっかり最少失点には抑えていた印象なので、やっぱりすばらしい投手だなという印象かなと思います。,split_from_long,medium,42,152
222,376,"自分の希望として記念のボールは手元に置いておきたい？
ROW_1042:",どうなんですかね。この間も頂けるという話だったのでもらったんですけど、ちょっと食い違いがあったらしいので。まあ、話を聞いてみてかなと思います。,split_from_long,medium,36,71
223,376,"試合前の調整で今シーズンはグラウンドでダッシュをしていないが？
ROW_1046:",中では走ってます。ただ単に直線を走るスペースがドジャースにあるので、中に。なのでそこで走って試合に臨んでます。,split_from_long,medium,41,55
224,376,"きょうは愛犬は試合を見ている？
ROW_475:",いや、見てないんじゃないですかね。,split_from_long,medium,24,17
225,376,"ホームランを打ったことで心の余裕が出てきた？
ROW_830:",それはあると思います、やっぱり１本出るかどうかで違うと思うので、打席の中での余裕も違いますし、メンタル部分で余裕を持って打席に入れるというのは大きな違いかなと思います。,split_from_long,medium,31,84
226,376,"ドジャースタジアムの雰囲気
ROW_918:","毎日これだけ多くのファンが入って、やりがいというか自分にエナジーをもらえるので。それを自分の力に変えてこれからも頑張りたいと思います。
大谷選手は少し安心したような表情で報道陣の前に姿を現した。ホームランが出なかった４０打席の間の心境や、チームメートをはじめとしたまわりからのサポートへの思いなど、およそ６分間質問に答えた。（アメリカメディア）
。",split_from_long,medium,22,174
227,376,"腰の張りは兆候はあったか？
ROW_1440:",んー、まあでもそんなすごくなにか、大きく痛みが出たみたいな感じではないので。トレーニングの中で、なんかいやだなという違和感があった感じなので。まあきょう休みをとるという感じかなと思います。,split_from_long,medium,23,94
228,376,"ドジャースとして初のサヨナラヒットだが感想は。
ROW_1842:",ああいう状況で、打てたことが次の打席にももちろんつながる、あす以降にもつながると思うので、すばらしい瞬間だったなと思います。,split_from_long,medium,33,62
229,376,"左太もも裏の状態はどうか。
ROW_1748:",日に日にはよくなってきているので、きょうもきのうよりだいぶ感じはいいかなと思います。,split_from_long,medium,23,42
230,376,"ファッションのポイントは。
ROW_1724:",これはスポンサー企業のものなので、特に僕は選んでないです。,split_from_long,medium,23,29
231,376,"オフにトロントに行ったという報道もあり騒ぎがあったが、そのことに関してトロントのファンに対して気まずい気持ちなどはあるか。
ROW_1296:",行った行かないに関しては僕がいちばんびっくりしていたので、そこは正直ファンの人と同じような心境でそのときいましたけど、実際に話もさせてもらいましたし、すばらしい球団だなというのは僕は個人的にもそうですけど感じてはいたので、ファンの人も含めて街も好きですし、なので行くこと自体は楽しみにしてるし、そこでプレーすることもすごく楽しみにしていますね。,split_from_long,medium,71,172
232,376,"ホームラン７試合出ていないが、記録がかかっていることも自分の中でストライクゾーン広がっているなど変化感じる部分あるか？
ROW_1128:",いや、比較的アットバット（打席）はいいと思うので。ホームランは特に狙いに行く打席はないですし。次の１本打ちたいなという気持ちはもちろんありますけど、記録っていうのは特に気にはしてないので。いいアットバットをこなしていくということの方が大事かなと思います。,split_from_long,medium,69,127
233,376,"フォームで軽減するために取り組んでいるトレーニングは？
ROW_856:",それはやっぱり全体で分散していくしかないと思うので、それはまあ昔でいえば、例えば「下半身で投げなさいよ」みたいなことが、感覚的にいえばそうなるんでしょうけども、それを全体で分散していく。投げ方によってはどこかに頼って投げていくということもありますし、球速とかに関して言えば、どちらかと言えば、動き方もそうですけど、イメージというか、こういうふうにいけそうだなというイメージがあれば、どんな投げ方でも意外に早く投げられると思う。それを効率よく分散させていく投げ方というのは、まあ大事なんでしょうけども、さっきも言いましたけど、クオリティーがどうしても上がると、どうしても負担が出る場所というのはあるのかなと思う。,split_from_long,medium,36,305
234,376,"シーズン中にこうしたイベントに参加してみて。
ROW_1720:",伝統的になんかやっている（イベント）みたいなので、それは楽しみにして来ました。,split_from_long,medium,32,39
235,376,"ホームラン日本選手最多の１７５本への気持ちは？
ROW_880:","もちろん早く打ちたいなという、そこまでとかというよりかは、次の１本次の１本ということだと、シーズン中は特に、ということだと思うので。まあ、きょうもし打ったら、またあしたも打てるように、次の日も、その次の日もという感じなので、もちろん特別な数字ではあるかと思うので、早く打ちたいなという気持ちはもちろんありますね。「焦る気持ちを我慢しながら」という言葉は、まさに大谷選手の本音だろう。これをきっかけに今シーズンどこまでホームラン数を伸ばすか、さあショータイムの始まりだ。対　ジャイアンツ　2番・DH 第1打席 空振り三振
第2打席 ファーストへ内野安打 第3打席 レフトライナー 第4打席 右中間へ第1号ソロホームラン
4打数2安打(1HR)1打点
ー　ヒーローインタビュー　ー
。",split_from_long,medium,32,340
236,376,"ボールと何を交換しましたか？
ROW_950:","僕はボールとハット２個とバット１本ですかね。（日本メディア）
。",split_from_long,medium,23,32
237,376,"前の環境と比べて、ドジャースには連敗を抜けられる要素がある？
ROW_1663:",んー、どうなんですかね、前がどうのではないですけど、みんなプロ意識を持って、ひとりひとりが、なんていうんですかね、試合だけではなくて、その前の取り組みも、練習もそうですし、毎日やるべきことをしっかりやってる結果じゃないかなと、見てては思うので、そういう選手たちが多いなというのは思います。,split_from_long,medium,40,144
238,376,"チームが５連敗中だが、こういうときに何に集中するべきだと思うか。
ROW_1803:",まあ役割によって違うとはもちろん思いますし、先発ピッチャーだったらやっぱり先に点を与えないというのがやっぱり、どんなシチュエーションでもそうですけど、特に連敗が続いているときは、そう考えるものですし。バッターだったらやっぱり最初に点を取りたいというのは、これもそのとおりそうだとは思うので。ただそういう気持ちが強くなりすぎると、やっぱりなんていうんですかね、自分の打席というか丁寧な打席がなかなかみんなできなかったりすると思うので、状態がいいときというのはあまり気負うことなく、自分の打席をいいクオリティーで送れるかなとは思うので。みんなベテランの選手も多いですし、まあそこはみんなわかってると思うので、こういうことももちろん長いシーズンではありますし、さっきも言いましたけどきょうはきょうで切り替えて頑張りたいなとは思っています。,split_from_long,medium,42,366
239,376,"タイミングのずれがあったと言っていたが合わせられてきている？
ROW_964:",そうですね、タイミングと距離がやっぱり違うかなって思っていたので、無理やりはやくするのも、なんですかね、長期的に見ると自分の打ち方からかけ離れていくという意味ではあまりよくない方向ですし、やっぱり我慢しながらちょっとずつ調整していくというのは大事かなと思います。,split_from_long,medium,39,131
240,376,"きょうは通常の試合に向けての準備ができた？
ROW_1405:",全部ひととおり、トレーナーにも見てもらって、ひととおりやってからここに来ました。,split_from_long,medium,31,40
241,376,"きょうの試合で先発を外れたが、腰の調子は？
ROW_1392:",きのうのゲーム前からトレーニングで違和感があったので、きょうは、僕は出られるかなという感じでしたけど、大事をとってということでした。,split_from_long,medium,31,66
242,376,"現在のひじのリハビリの状況は。また、２５日の練習で外野でボール拾いをしていたが今後の守備を意識してのものか。
ROW_1245:",守備はまったく意識してないです。まあ、スプリント、走りたいなっていう、単純にその、微妙な時間帯のゲームだったので、ちゃんと走ってからゲームに入りたいなということでしたね。まあピッチングに関しては順調に来てるんじゃないかなと思うので、ひじの反応自体もすごくいいですし、そこは順調かなと思います。,split_from_long,medium,64,146
243,376,"勝てない試合が続いている。
ROW_1095:",どうですかね、投打がちょっとかみあってないかなというのはありますけど。それでも全試合近い点差で粘っていると思いますし、そこはみんな必死になってやっているので。切り替えていくしかないと思います。,split_from_long,medium,23,96
244,376,"ボールがじっくり見えた？
ROW_941:",徐々に徐々に、よくはなってはきているなとは感じていましたけど、その中で結果に繋がるかどうかというのは全然違うと思うので、そういう意味ではすごくよかったかなと思います。,split_from_long,medium,21,83
245,376,"エンジェルスのデビューと比べてどうだった。
ROW_431:",あの時は何がどういうふうに進んでいくのかまったくわからなかったので。その時とはまた全然違うかなと思います。,split_from_long,medium,30,53
246,376,"ホームランの打席は非常に険しい顔だった。
ROW_1690:",いつですかね。ボールを待ってる、打席でってことですか。いや、普通にいつも通りの打席でした。,split_from_long,medium,30,45
247,376,"フリーマン選手が後ろにいることで、ストライクが増えると思うか。
ROW_428:",まあ立ってみないともちろんわからないですし、前後でもちろんムーキー（ベッツ選手）もフレディ（フリーマン選手）も、あとそれ以降もいいバッターがもちろん続くので、どう変わっていくのかなというのももちろん楽しみですし。１打席１打席自分も勉強しながら対応していきたいなと思います。,split_from_long,medium,40,136
248,376,"ベースを回りながらずっと笑顔だった。そのときの気持ちは？
ROW_1686:",入らないかなというのが第一印象だったので、まず入ってくれてよかったなというのと、まあブルペンもダグアウトも喜んでくれていたので、はい、よかったなって感じでしたね。,split_from_long,medium,38,81
249,376,"始球式の経緯は。
ROW_1910:難病と闘う子どもが始球式を務める
ROW_1912:",いや、もともと球団からは、妻とかどうですかって言われてたんですけど、まああの、光栄なことですけど、本人と話して、なんていうんですかね、別に、違う子にというか、野球好きな子どもだったりとか、あまり見に来られない病院の子だったりとか、そっちの方がいいんじゃないかなという感じで、決めました。,split_from_long,medium,44,143
250,376,"腰の状態は？
ROW_1767:",腰はそうですね、トレーニングもしながら、よくはなってきているので、ほぼ問題なく来ているかなと思います。,split_from_long,medium,16,51
251,376,"寂しくない？
ROW_1360:","寂しいと言わせたいです。（笑）
。",split_from_long,medium,16,17
252,376,"きのうは何時間寝た？
ROW_594:","きのうは３時間くらい昼寝をして夜寝ました。3/25 水原元通訳の違法賭博をめぐる問題で声明発表
専属通訳を務めていた水原一平氏の違法賭博をめぐる問題で声明を出し、賭博への関与を否定した。大谷選手は練習前に報道陣に対して声明を読み上げた。",split_from_long,medium,19,118
253,376,"オフにはトロント以外にどの球団と話した？
ROW_1323:",ここで、ここ、ここというふうにはもちろん言えはしないので、もちろん向こうが言う分にはね、僕の方からはかまわないですけど、シーズン中で向こうもチームとして動いていますし、迷惑がかかるかもわからないので、ここでは具体的なチーム名、ここ、ここというのは控えたいなと思っています。,split_from_long,medium,30,136
254,376,"大リーグでいちばんのいたずらだと思うか？
ROW_1654:",どうなんですかね、わからないですそれは。,split_from_long,medium,30,20
255,376,"クリケットバットの練習は続けているのか？
ROW_1347:",んー、それは練習の一環ではあるので、んー過度にやりすぎることで逆によくなかったりとか、それはもうバランスの問題なので、そこのバランスの調整。こういう打てない要因がここにあるんだったらこの練習みたいな、そのバランスの感覚というのが大事かなと思います。,split_from_long,medium,30,124
256,376,"ダルビッシュ投手と対戦できないのは残念？
ROW_1413:",同地区ですけど、今まであまりやることはなかったので、そういう意味ではすごく楽しみにはしてましたし、今後もあるとは言え、少ないチャンスではあると思うので、楽しみにしていました。,split_from_long,medium,30,87
257,376,"ロバーツ監督はワンスイングでアンロックされると言っていた
ROW_913:",監督ともきょうウィルさん含めて話して自分らしくいればいいと言われて気持ちが楽になりましたし、きょう結果でましたし、継続して頑張りたいと思います。,split_from_long,medium,37,72
258,376,"センターから逆方向に打てる自信があれば、ほかの球種へのアプローチも自信を持てると言っていたが、それは構えやスイング軌道がポイントか？
ROW_1603:",単純に、なんていうんですか、あそこにホームランしっかり入る打球が打てるという確認が取れるということが、ほかの球に対するアプローチがこう、変わってくるので、あれが１本出るかどうかっていうのが気持ち的にもアプローチ的にも大事かなって思いますっていうことですかね。,split_from_long,medium,76,129
259,376,"山本投手のピッチングは
ROW_509:",雨の中難しい登板だったと思いますけど、１回下がってからもう１回上がるときも冷静でしたし、すばらしいピッチングだったなと思います。,split_from_long,medium,20,64
260,376,"初の実戦を振り返って。
ROW_411:",そうですね、まずは予定通りに出られたっていうことと、終われたっていうことがいちばんよかったと思います。,split_from_long,medium,20,51
261,376,"手術明けで体のケアは。
ROW_453:",ケアは、んーまあその、細かい動きのチェックだったりとか、トレーニングだったりとかっていうのは週に何回かあって、あとはトレーナーの人に見てもらう。あとは数週間に１回自分のＰＴ（フィジカルセラピスト）の人、来てもらうタイミングでチェックしてもらうって感じです。,split_from_long,medium,20,128
262,376,"フライトのトラッキングは見ていた？（※当時、大谷選手がトロントにプライベートジェットで向かったという報道が流れた）。
ROW_1300:",言われてるなというか僕は乗ってないんだけどなというふうには感じていましたけど。,split_from_long,medium,68,39
263,376,"妻やペットがいて苦しいとき支えになった？
ROW_872:",基本的な生活のリズムはでも変わってないですかね。ぎりぎりまで、きょうもそうでしたけどぎりぎりまで寝て来る感じなので、基本的にはあまり変わってないですけど、ここ数週間いろいろあったので、まあ隣に誰かいるかどうかはだいぶ違うと思いますし、そういう意味ではすごくいてくれてよかったなと思ったことはあったかなと思いますね。,split_from_long,medium,29,157
